"sequence","prokka_descrip","max_annot_lvl","Preferred_name","Description","EC","KEGG_ko","CAZy","PFAMs","Preferred_name2","AMR_descrip","Class","Subclass","percent_ident"
"HEBPGAIP_01228","Leucine--tRNA ligase","91061|Bacilli","leuS","Belongs to the class-I aminoacyl-tRNA synthetase family","6.1.1.4","ko:K01869","-","Anticodon_1,tRNA-synt_1,tRNA-synt_1_2",NA,NA,NA,NA,NA
"HEBPGAIP_01229","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01230","putative ABC transporter ATP-binding protein","91061|Bacilli","-","ABC-type multidrug transport system ATPase component","-","ko:K01990","-","AAA_21,AAA_23,ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_01231","hypothetical protein","91061|Bacilli","-","NADPH-dependent FMN reductase","-","-","-","FMN_red",NA,NA,NA,NA,NA
"HEBPGAIP_01232","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01233","Lipid II flippase MurJ","91061|Bacilli","ytgP","Polysaccharide biosynthesis protein","-","ko:K03328","-","Polysacc_synt,Polysacc_synt_C",NA,NA,NA,NA,NA
"HEBPGAIP_01234","hypothetical protein","91061|Bacilli","-","pseudouridine synthase activity","5.4.99.19","ko:K06183","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01235","ADP-dependent (S)-NAD(P)H-hydrate dehydratase","91061|Bacilli","nnrD","Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration","4.2.1.136,5.1.99.6","ko:K17758,ko:K17759","-","Carb_kinase,YjeF_N",NA,NA,NA,NA,NA
"HEBPGAIP_01236","Putative dipeptidase","91061|Bacilli","pepV","dipeptidase PepV","3.5.1.18","ko:K01270,ko:K01274,ko:K01439","-","M20_dimer,Peptidase_M20",NA,NA,NA,NA,NA
"HEBPGAIP_01237","Putative universal stress protein","91061|Bacilli","-","Belongs to the universal stress protein A family","-","-","-","Usp",NA,NA,NA,NA,NA
"HEBPGAIP_01238","Alanine dehydrogenase","91061|Bacilli","ald","Belongs to the AlaDH PNT family","1.4.1.1","ko:K00259","-","AlaDh_PNT_C,AlaDh_PNT_N",NA,NA,NA,NA,NA
"HEBPGAIP_01239","D-serine/D-alanine/glycine transporter","91061|Bacilli","cycA","Amino acid permease","-","ko:K03293,ko:K11737","-","AA_permease",NA,NA,NA,NA,NA
"HEBPGAIP_01240","hypothetical protein","91061|Bacilli","-","Small secreted protein","-","-","-","PepSY",NA,NA,NA,NA,NA
"HEBPGAIP_01241","Thioredoxin-like protein YtpP","91061|Bacilli","ytpP","Thioredoxin","-","-","-","Thioredoxin",NA,NA,NA,NA,NA
"HEBPGAIP_01242","hypothetical protein","91061|Bacilli","ytpR","Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily","-","ko:K06878","-","DUF4479,tRNA_bind",NA,NA,NA,NA,NA
"HEBPGAIP_01243","hypothetical protein","91061|Bacilli","sftA","Belongs to the FtsK SpoIIIE SftA family","-","ko:K03466","-","FtsK_SpoIIIE,Ftsk_gamma",NA,NA,NA,NA,NA
"HEBPGAIP_01244","UDP-N-acetylmuramate--L-alanine ligase","91061|Bacilli","murC","Belongs to the MurCDEF family","6.3.2.8","ko:K01924","-","Mur_ligase,Mur_ligase_C,Mur_ligase_M",NA,NA,NA,NA,NA
"HEBPGAIP_01245","Nicotinamide riboside transporter PnuC","91061|Bacilli","pnuC","nicotinamide mononucleotide transporter","-","ko:K03811","-","NMN_transporter",NA,NA,NA,NA,NA
"HEBPGAIP_01246","Inner membrane protein YbhL","91061|Bacilli","ybhL","Belongs to the BI1 family","-","ko:K06890","-","Bax1-I",NA,NA,NA,NA,NA
"HEBPGAIP_01247","Nucleobase transporter PlUacP","91061|Bacilli","-","Permease","-","ko:K03458","-","Xan_ur_permease",NA,NA,NA,NA,NA
"HEBPGAIP_01248","Guanine deaminase","91061|Bacilli","guaD","Amidohydrolase family","3.5.4.3","ko:K01487","-","Amidohydro_1",NA,NA,NA,NA,NA
"HEBPGAIP_01249","DNA polymerase I","91061|Bacilli","polA","In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity","2.7.7.7","ko:K02335","-","5_3_exonuc,5_3_exonuc_N,DNA_pol_A",NA,NA,NA,NA,NA
"HEBPGAIP_01250","Formamidopyrimidine-DNA glycosylase","91061|Bacilli","fpg","Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates","3.2.2.23,4.2.99.18","ko:K10563","-","Fapy_DNA_glyco,H2TH,zf-FPG_IleRS",NA,NA,NA,NA,NA
"HEBPGAIP_01251","Dephospho-CoA kinase","91061|Bacilli","coaE","Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A","2.7.1.24","ko:K00859","-","CoaE",NA,NA,NA,NA,NA
"HEBPGAIP_01252","Transcriptional repressor NrdR","91061|Bacilli","nrdR","Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes","-","ko:K07738","-","ATP-cone",NA,NA,NA,NA,NA
"HEBPGAIP_01253","Replication initiation and membrane attachment protein","91061|Bacilli","dnaB","replication initiation and membrane attachment","-","ko:K03346","-","DnaB_2",NA,NA,NA,NA,NA
"HEBPGAIP_01254","Primosomal protein DnaI","91061|Bacilli","dnaI","Primosomal protein DnaI","-","ko:K11144","-","DnaI_N,IstB_IS21",NA,NA,NA,NA,NA
"HEBPGAIP_01255","Threonine--tRNA ligase","91061|Bacilli","thrS","Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)","6.1.1.3","ko:K01868","-","HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD",NA,NA,NA,NA,NA
"HEBPGAIP_01256","Translation initiation factor IF-3","91061|Bacilli","infC","IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins","-","ko:K02520","-","IF3_C,IF3_N",NA,NA,NA,NA,NA
"HEBPGAIP_01257","50S ribosomal protein L35","91061|Bacilli","rpmI","Belongs to the bacterial ribosomal protein bL35 family","-","ko:K02916","-","Ribosomal_L35p",NA,NA,NA,NA,NA
"HEBPGAIP_01258","50S ribosomal protein L20","91061|Bacilli","rplT","Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit","-","ko:K02887","-","Ribosomal_L20",NA,NA,NA,NA,NA
"HEBPGAIP_01259","hypothetical protein","2|Bacteria","-","regulation of response to stimulus","-","-","-","Big_3,DUF285,DUF3747,Flg_new,LRR_5,MucBP",NA,NA,NA,NA,NA
"HEBPGAIP_01260","hypothetical protein","91061|Bacilli","yqeG","HAD phosphatase, family IIIA","-","ko:K07015","-","HAD_2,Hydrolase,Hydrolase_like,PGP_phosphatase",NA,NA,NA,NA,NA
"HEBPGAIP_01261","putative protein YqeH","91061|Bacilli","yqeH","Ribosome biogenesis GTPase YqeH","-","ko:K06948","-","MMR_HSR1",NA,NA,NA,NA,NA
"HEBPGAIP_01262","RNA-binding protein","91061|Bacilli","yhbY","RNA-binding protein","-","ko:K07574","-","CRS1_YhbY",NA,NA,NA,NA,NA
"HEBPGAIP_01263","Nicotinate-nucleotide adenylyltransferase","91061|Bacilli","nadD","Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)","2.7.7.18","ko:K00969","-","CTP_transf_like",NA,NA,NA,NA,NA
"HEBPGAIP_01264","hypothetical protein","91061|Bacilli","yqeK","Hydrolase, HD family","-","-","-","HD",NA,NA,NA,NA,NA
"HEBPGAIP_01265","Ribosomal silencing factor RsfS","91061|Bacilli","rsfS","Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation","-","ko:K09710","-","RsfS",NA,NA,NA,NA,NA
"HEBPGAIP_01266","dTDP-3-amino-3","91061|Bacilli","yqeM","Methyltransferase","-","-","-","Methyltransf_25",NA,NA,NA,NA,NA
"HEBPGAIP_01267","tRNA(Met) cytidine acetate ligase","91061|Bacilli","ylbM","Belongs to the UPF0348 family","-","-","-","HIGH_NTase1",NA,NA,NA,NA,NA
"HEBPGAIP_01268","hypothetical protein","91061|Bacilli","ylbN","Uncharacterized ACR, COG1399","-","ko:K07040","-","DUF177",NA,NA,NA,NA,NA
"HEBPGAIP_01269","50S ribosomal protein L32","91061|Bacilli","rpmF","Belongs to the bacterial ribosomal protein bL32 family","-","ko:K02911","-","Ribosomal_L32p",NA,NA,NA,NA,NA
"HEBPGAIP_01270","Sugar phosphatase YbiV","91061|Bacilli","-","Sucrose-6F-phosphate phosphohydrolase","3.1.3.23","ko:K07757","-","Hydrolase_3",NA,NA,NA,NA,NA
"HEBPGAIP_01271","HTH-type transcriptional repressor CzrA","91061|Bacilli","czrA","Transcriptional regulator, ArsR family","-","ko:K22043","-","HTH_5",NA,NA,NA,NA,NA
"HEBPGAIP_01272","hypothetical protein","91061|Bacilli","-","Zinc-dependent metalloprotease","-","-","-","Peptidase_M10",NA,NA,NA,NA,NA
"HEBPGAIP_01273","Alcohol dehydrogenase 1","91061|Bacilli","adhP","alcohol dehydrogenase","1.1.1.1","ko:K00001,ko:K13953","-","ADH_N,ADH_zinc_N",NA,NA,NA,NA,NA
"HEBPGAIP_01274","Response regulator ArlR","91061|Bacilli","csrR","response regulator","-","-","-","Response_reg,Trans_reg_C",NA,NA,NA,NA,NA
"HEBPGAIP_01275","Adaptive-response sensory-kinase SasA","91061|Bacilli","arlS","Histidine kinase","2.7.13.3","ko:K18940","-","HAMP,HATPase_c,HisKA",NA,NA,NA,NA,NA
"HEBPGAIP_01276","hypothetical protein","91061|Bacilli","yxeA","Protein of unknown function (DUF1093)","-","-","-","DUF1093",NA,NA,NA,NA,NA
"HEBPGAIP_01277","Membrane protein insertase YidC","91061|Bacilli","yidC","Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins","-","ko:K03217","-","60KD_IMP",NA,NA,NA,NA,NA
"HEBPGAIP_01278","Acylphosphatase","91061|Bacilli","acyP","Belongs to the acylphosphatase family","3.6.1.7","ko:K01512","-","Acylphosphatase",NA,NA,NA,NA,NA
"HEBPGAIP_01279","Putative TrmH family tRNA/rRNA methyltransferase","91061|Bacilli","spoU","Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family","-","ko:K03437","-","SpoU_methylase,SpoU_sub_bind",NA,NA,NA,NA,NA
"HEBPGAIP_01280","hypothetical protein","91061|Bacilli","-","Metal dependent phosphohydrolases with conserved 'HD' motif.","-","ko:K06950","-","HD",NA,NA,NA,NA,NA
"HEBPGAIP_01281","HTH-type transcriptional regulator YodB","91061|Bacilli","yodB","Transcriptional regulator, HxlR family","-","-","-","HxlR",NA,NA,NA,NA,NA
"HEBPGAIP_01282","Phenylalanine--tRNA ligase alpha subunit","91061|Bacilli","pheS","Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily","6.1.1.20","ko:K01889","-","Phe_tRNA-synt_N,tRNA-synt_2d",NA,NA,NA,NA,NA
"HEBPGAIP_01283","Phenylalanine--tRNA ligase beta subunit","91061|Bacilli","pheT","Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily","6.1.1.20","ko:K01890","-","B3_4,B5,FDX-ACB,tRNA_bind",NA,NA,NA,NA,NA
"HEBPGAIP_01284","Endolytic murein transglycosylase","91061|Bacilli","mltG","Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation","-","ko:K07082","-","YceG",NA,NA,NA,NA,NA
"HEBPGAIP_01285","Uridine kinase","91061|Bacilli","udk","Cytidine monophosphokinase","2.7.1.48","ko:K00876","-","PRK",NA,NA,NA,NA,NA
"HEBPGAIP_01286","Transcription elongation factor GreA","91061|Bacilli","greA","Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides","-","ko:K03624","-","GreA_GreB,GreA_GreB_N",NA,NA,NA,NA,NA
"HEBPGAIP_01287","hypothetical protein","91061|Bacilli","yneR","Belongs to the HesB IscA family","-","-","-","Fe-S_biosyn",NA,NA,NA,NA,NA
"HEBPGAIP_01288","hypothetical protein","91061|Bacilli","-","membrane","-","-","-","YfhO",NA,NA,NA,NA,NA
"HEBPGAIP_01289","hypothetical protein","91061|Bacilli","-","Domain of unknown function (DUF378)","-","ko:K09779","-","DUF378",NA,NA,NA,NA,NA
"HEBPGAIP_01290","Penicillin-binding protein 2B","91061|Bacilli","pbp2b","Penicillin-binding Protein","-","ko:K00687,ko:K12553,ko:K21465,ko:K21466","-","PBP_dimer,Transpeptidase",NA,NA,NA,NA,NA
"HEBPGAIP_01291","50S ribosomal protein L33 1","91061|Bacilli","rpmG","Belongs to the bacterial ribosomal protein bL33 family","-","ko:K02913","-","Ribosomal_L33",NA,NA,NA,NA,NA
"HEBPGAIP_01292","putative protein YqgN","91061|Bacilli","fthC","Belongs to the 5-formyltetrahydrofolate cyclo-ligase family","6.3.3.2","ko:K01934","-","5-FTHF_cyc-lig",NA,NA,NA,NA,NA
"HEBPGAIP_01293","Rhomboid protease GluP","91061|Bacilli","gluP","Peptidase, S54 family","3.4.21.105","ko:K19225","-","Rhomboid,TPR_2,TPR_8",NA,NA,NA,NA,NA
"HEBPGAIP_01294","hypothetical protein","91061|Bacilli","yqgQ","Bacterial protein of unknown function (DUF910)","-","-","-","DUF910",NA,NA,NA,NA,NA
"HEBPGAIP_01295","Glucokinase","91061|Bacilli","glcK","Glucokinase","2.7.1.2","ko:K00845","-","ROK",NA,NA,NA,NA,NA
"HEBPGAIP_01296","putative protein YibN","91061|Bacilli","yqhL","Rhodanese-like protein","-","-","-","Rhodanese",NA,NA,NA,NA,NA
"HEBPGAIP_01297","hypothetical protein","91061|Bacilli","WQ51_02665","Protein of unknown function (DUF3042)","-","-","-","DUF3042",NA,NA,NA,NA,NA
"HEBPGAIP_01298","Glycerophosphodiester phosphodiesterase","91061|Bacilli","glpQ","phosphodiesterase","3.1.4.46","ko:K01126","-","GDPD",NA,NA,NA,NA,NA
"HEBPGAIP_01299","tRNA dimethylallyltransferase","91061|Bacilli","miaA","Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)","2.5.1.75","ko:K00791","-","IPPT",NA,NA,NA,NA,NA
"HEBPGAIP_01300","HTH-type transcriptional regulator GlnR","91061|Bacilli","glnR","Transcriptional regulator","-","ko:K03713,ko:K15580","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_01301","Glutamine synthetase","91061|Bacilli","glnA","glutamine synthetase","6.3.1.2","ko:K01915","-","Gln-synt_C,Gln-synt_N",NA,NA,NA,NA,NA
"HEBPGAIP_01302","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01303","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01304","hypothetical protein","91061|Bacilli","-","Protein conserved in bacteria","-","-","-","dUTPase_2",NA,NA,NA,NA,NA
"HEBPGAIP_01305","hypothetical protein","91061|Bacilli","-","Transcriptional regulator","-","-","-","TetR_C_8,TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_01306","50S ribosomal protein L21","91061|Bacilli","rplU","This protein binds to 23S rRNA in the presence of protein L20","-","ko:K02888","-","Ribosomal_L21p",NA,NA,NA,NA,NA
"HEBPGAIP_01307","hypothetical protein","91061|Bacilli","ysxB","Cysteine protease Prp","-","ko:K07584","-","Peptidase_Prp",NA,NA,NA,NA,NA
"HEBPGAIP_01308","50S ribosomal protein L27","91061|Bacilli","rpmA","Belongs to the bacterial ribosomal protein bL27 family","-","ko:K02899","-","Ribosomal_L27",NA,NA,NA,NA,NA
"HEBPGAIP_01309","Aminopeptidase YpdF","91061|Bacilli","pepP","Creatinase/Prolidase N-terminal domain","3.4.11.9,3.4.13.9","ko:K01262,ko:K01271","-","Creatinase_N,Peptidase_M24",NA,NA,NA,NA,NA
"HEBPGAIP_01310","Elongation factor P","91061|Bacilli","efp","Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase","-","ko:K02356","-","EFP,EFP_N,Elong-fact-P_C",NA,NA,NA,NA,NA
"HEBPGAIP_01311","putative protein","91061|Bacilli","WQ51_04310","Asp23 family, cell envelope-related function","-","ko:K10947","-","Asp23",NA,NA,NA,NA,NA
"HEBPGAIP_01312","Transcription antitermination protein NusB","91061|Bacilli","nusB","Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons","-","ko:K03625","-","NusB",NA,NA,NA,NA,NA
"HEBPGAIP_01313","Bifunctional protein FolD protein","91061|Bacilli","folD","Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate","1.5.1.5,3.5.4.9","ko:K01491","-","THF_DHG_CYH,THF_DHG_CYH_C",NA,NA,NA,NA,NA
"HEBPGAIP_01314","Exodeoxyribonuclease 7 large subunit","91061|Bacilli","xseA","Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides","3.1.11.6","ko:K03601","-","Exonuc_VII_L,tRNA_anti_2",NA,NA,NA,NA,NA
"HEBPGAIP_01315","Exodeoxyribonuclease 7 small subunit","91061|Bacilli","xseB","Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides","3.1.11.6","ko:K03602","-","Exonuc_VII_S",NA,NA,NA,NA,NA
"HEBPGAIP_01316","Farnesyl diphosphate synthase","91061|Bacilli","ispA","Belongs to the FPP GGPP synthase family","2.5.1.1,2.5.1.10,2.5.1.29","ko:K13789","-","polyprenyl_synt",NA,NA,NA,NA,NA
"HEBPGAIP_01317","hypothetical protein","91061|Bacilli","rrmJ","Ribosomal RNA large subunit methyltransferase J","2.1.1.226,2.1.1.227","ko:K06442","-","FtsJ,S4",NA,NA,NA,NA,NA
"HEBPGAIP_01318","Arginine repressor","91061|Bacilli","argR2","Regulates arginine biosynthesis genes","-","ko:K03402","-","Arg_repressor,Arg_repressor_C",NA,NA,NA,NA,NA
"HEBPGAIP_01319","DNA repair protein RecN","91061|Bacilli","recN","May be involved in recombinational repair of damaged DNA","-","ko:K03631","-","AAA_23,SMC_N",NA,NA,NA,NA,NA
"HEBPGAIP_01320","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_01321","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01322","Guanylate kinase","91061|Bacilli","gmk","Essential for recycling GMP and indirectly, cGMP","2.7.4.8","ko:K00942","-","Guanylate_kin",NA,NA,NA,NA,NA
"HEBPGAIP_01323","DNA-directed RNA polymerase subunit omega","91061|Bacilli","rpoZ","Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits","2.7.7.6","ko:K03060","-","RNA_pol_Rpb6",NA,NA,NA,NA,NA
"HEBPGAIP_01324","Coenzyme A biosynthesis bifunctional protein CoaBC","91061|Bacilli","coaBC","Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine","4.1.1.36,6.3.2.5","ko:K01598,ko:K13038","-","DFP,Flavoprotein",NA,NA,NA,NA,NA
"HEBPGAIP_01325","primosomal protein N'","91061|Bacilli","priA","Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA","-","ko:K04066","-","DEAD,Helicase_C,ResIII",NA,NA,NA,NA,NA
"HEBPGAIP_01326","Methionyl-tRNA formyltransferase","91061|Bacilli","fmt","Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus","2.1.2.9","ko:K00604","-","Formyl_trans_C,Formyl_trans_N",NA,NA,NA,NA,NA
"HEBPGAIP_01327","Ribosomal RNA small subunit methyltransferase B","91061|Bacilli","sun","Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA","2.1.1.176","ko:K03500","-","Methyltr_RsmB-F,Methyltr_RsmF_N,NusB",NA,NA,NA,NA,NA
"HEBPGAIP_01328","Serine/threonine phosphatase stp","91061|Bacilli","stp","phosphatase","3.1.3.16","ko:K20074","-","PP2C,PP2C_2",NA,NA,NA,NA,NA
"HEBPGAIP_01329","Serine/threonine-protein kinase PrkC","91061|Bacilli","prkC","serine threonine protein kinase","2.7.11.1","ko:K08884,ko:K12132","-","PASTA,Pkinase",NA,NA,NA,NA,NA
"HEBPGAIP_01330","Small ribosomal subunit biogenesis GTPase RsgA","91061|Bacilli","rsgA","One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit","3.1.3.100","ko:K06949","-","RsgA_GTPase,RsgA_N",NA,NA,NA,NA,NA
"HEBPGAIP_01331","Ribulose-phosphate 3-epimerase","91061|Bacilli","rpe","Belongs to the ribulose-phosphate 3-epimerase family","5.1.3.1","ko:K01783","-","Ribul_P_3_epim",NA,NA,NA,NA,NA
"HEBPGAIP_01332","Thiamine pyrophosphokinase","91061|Bacilli","thiN","thiamine pyrophosphokinase","2.7.6.2","ko:K00949","-","TPK_B1_binding,TPK_catalytic",NA,NA,NA,NA,NA
"HEBPGAIP_01333","50S ribosomal protein L28","91061|Bacilli","rpmB","Belongs to the bacterial ribosomal protein bL28 family","-","ko:K02902","-","Ribosomal_L28",NA,NA,NA,NA,NA
"HEBPGAIP_01334","putative protein","91061|Bacilli","yloU","Asp23 family, cell envelope-related function","-","-","-","Asp23",NA,NA,NA,NA,NA
"HEBPGAIP_01335","putative protein","91061|Bacilli","yloV","DAK2 domain fusion protein YloV","-","ko:K07030","-","Dak1_2,Dak2",NA,NA,NA,NA,NA
"HEBPGAIP_01336","ATP-dependent DNA helicase RecG","91061|Bacilli","recG","Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)","3.6.4.12","ko:K03655","-","DEAD,Helicase_C,RecG_wedge",NA,NA,NA,NA,NA
"HEBPGAIP_01337","Phosphate acyltransferase","91061|Bacilli","plsX","Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA","2.3.1.15","ko:K03621","-","FA_synthesis",NA,NA,NA,NA,NA
"HEBPGAIP_01338","Acyl carrier protein","91061|Bacilli","acpP","Carrier of the growing fatty acid chain in fatty acid biosynthesis","-","ko:K02078","-","PP-binding",NA,NA,NA,NA,NA
"HEBPGAIP_01339","Ribonuclease 3","91061|Bacilli","rnc","Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism","3.1.26.3","ko:K03685","-","Ribonucleas_3_3,dsrm",NA,NA,NA,NA,NA
"HEBPGAIP_01340","Chromosome partition protein Smc","91061|Bacilli","smc","Required for chromosome condensation and partitioning","-","ko:K03529","-","SMC_N,SMC_hinge",NA,NA,NA,NA,NA
"HEBPGAIP_01341","Signal recognition particle receptor FtsY","91061|Bacilli","ftsY","Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)","-","ko:K03110","-","SRP54,SRP54_N",NA,NA,NA,NA,NA
"HEBPGAIP_01342","hypothetical protein","91061|Bacilli","ylxM","Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY ffh. May be a regulatory protein","-","ko:K09787","-","UPF0122",NA,NA,NA,NA,NA
"HEBPGAIP_01343","Signal recognition particle protein","91061|Bacilli","ffh","Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY","3.6.5.4","ko:K03106","-","SRP54,SRP54_N,SRP_SPB",NA,NA,NA,NA,NA
"HEBPGAIP_01344","Calcium-transporting ATPase 1","91061|Bacilli","pacL","P-type ATPase","3.6.3.8","ko:K01537","-","Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase",NA,NA,NA,NA,NA
"HEBPGAIP_01345","hypothetical protein","91061|Bacilli","-","associated with various cellular activities","-","-","-","AAA_5",NA,NA,NA,NA,NA
"HEBPGAIP_01346","hypothetical protein","91061|Bacilli","-","Putative metallopeptidase domain","-","-","-","DUF2201,DUF2201_N",NA,NA,NA,NA,NA
"HEBPGAIP_01347","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01348","30S ribosomal protein S16","91061|Bacilli","rpsP","Belongs to the bacterial ribosomal protein bS16 family","-","ko:K02959","-","Ribosomal_S16",NA,NA,NA,NA,NA
"HEBPGAIP_01349","hypothetical protein","91061|Bacilli","ylqC","Belongs to the UPF0109 family","-","ko:K06960","-","KH_4",NA,NA,NA,NA,NA
"HEBPGAIP_01350","Ribosome maturation factor RimM","91061|Bacilli","rimM","An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes","-","ko:K02860","-","PRC,RimM",NA,NA,NA,NA,NA
